                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    220,               0.027255,               0.015435,               0.025717,              0.0011674,                0.93958,                 0.8239,                0.94432,                0.77144,                0.93958,                 0.8239,                0.94432,                0.75212,               0.025975,               0.012308,               0.014013,              0.0013068,                0.00343,                0.00343,                0.00343
                    221,               0.022855,               0.014676,               0.026051,               0.001199,                0.84987,                0.90723,                 0.9497,                0.78538,                0.84987,                0.90723,                 0.9497,                0.74681,               0.018831,               0.012261,               0.012788,              0.0013281,                 0.0034,                 0.0034,                 0.0034
                    222,               0.019538,               0.014184,               0.026491,              0.0010333,                0.86565,                0.90723,                0.95634,                0.80856,                0.86565,                0.90723,                0.95634,                0.74282,               0.015778,               0.012261,               0.012259,              0.0013296,                0.00337,                0.00337,                0.00337
                    223,               0.019858,               0.012772,               0.026307,               0.001033,                0.87329,                 0.8239,                0.94967,                0.81646,                0.87329,                 0.8239,                0.94967,                0.74592,                0.01642,               0.012497,               0.012606,              0.0013897,                0.00334,                0.00334,                0.00334
                    224,               0.020824,               0.014955,                0.02722,              0.0010269,                0.88147,                0.86148,                0.95635,                0.80587,                0.88147,                0.86148,                0.95635,                0.74658,                0.01762,               0.012475,                0.01239,              0.0014199,                0.00331,                0.00331,                0.00331
                    225,               0.022676,               0.014733,                0.02488,              0.0011649,                0.85448,                 0.8239,                0.94931,                0.75347,                0.85448,                 0.8239,                0.94931,                0.71003,               0.019945,               0.012397,               0.012812,              0.0014426,                0.00328,                0.00328,                0.00328
                    226,               0.022441,                0.01306,               0.027758,             0.00094592,                0.89216,                0.74057,                0.89271,                0.73047,                0.89216,                0.74057,                0.89271,                0.69184,               0.017337,               0.012508,               0.012258,              0.0014777,                0.00325,                0.00325,                0.00325
                    227,               0.021972,               0.010498,               0.025922,             0.00091219,                0.88228,                0.74057,                0.89859,                0.70283,                0.88228,                0.74057,                0.89859,                0.66076,               0.019096,               0.012491,               0.012702,              0.0014282,                0.00322,                0.00322,                0.00322
                    228,               0.022544,               0.013792,               0.025506,             0.00098248,                0.86318,                0.74057,                0.87455,                0.70139,                0.86318,                0.74057,                0.87455,                0.65876,               0.017551,                0.01245,               0.012197,              0.0014405,                0.00319,                0.00319,                0.00319
                    229,                0.02337,               0.013352,                 0.0302,              0.0010669,                0.87229,                0.74057,                0.85304,                0.67667,                0.87229,                0.74057,                0.85304,                0.61792,                0.01805,               0.012587,               0.012335,              0.0014509,                0.00316,                0.00316,                0.00316
                    230,               0.022705,               0.014545,                0.02797,              0.0011052,                0.94842,                0.74057,                0.84448,                0.67027,                0.94842,                0.74057,                0.84448,                0.63093,               0.019538,               0.012732,               0.012789,              0.0014543,                0.00313,                0.00313,                0.00313
                    231,               0.023152,               0.013178,                0.02488,             0.00099273,                0.80853,                0.66164,                0.81244,                0.65291,                0.80853,                0.66164,                0.81244,                0.59329,               0.018164,               0.012824,               0.012478,              0.0014711,                 0.0031,                 0.0031,                 0.0031
                    232,               0.023353,                0.01463,                0.02562,              0.0012594,                0.81471,                 0.6693,                0.81311,                0.67443,                0.81471,                 0.6693,                0.81311,                0.61931,               0.017689,               0.012589,               0.012368,              0.0014741,                0.00307,                0.00307,                0.00307
                    233,               0.023326,                0.01314,                0.02553,              0.0010153,                0.85644,                0.78793,                0.83687,                0.70313,                0.85644,                0.78793,                0.83687,                0.65899,               0.018101,               0.012498,               0.012614,               0.001433,                0.00304,                0.00304,                0.00304
                    234,               0.023652,               0.012112,                0.02613,                0.00102,                0.85644,                0.78793,                0.83687,                0.70313,                0.85644,                0.78793,                0.83687,                0.65899,               0.018101,               0.012498,               0.012614,               0.001433,                0.00301,                0.00301,                0.00301
                    235,               0.025865,               0.015036,                0.03071,              0.0011668,                0.79228,                0.74057,                0.79902,                0.67056,                0.79228,                0.74057,                0.79902,                0.60931,               0.021655,               0.012539,               0.013583,              0.0014311,                0.00298,                0.00298,                0.00298
                    236,               0.022001,               0.014415,               0.025232,             0.00099817,                0.78234,                0.74057,                0.78262,                0.65258,                0.78234,                0.74057,                0.78262,                0.58624,               0.019487,               0.012512,               0.013032,               0.001424,                0.00295,                0.00295,                0.00295
                    237,                0.01968,               0.012097,               0.024281,             0.00098377,                0.82637,                0.74057,                0.80026,                0.67439,                0.82637,                0.74057,                0.80026,                0.59875,               0.015507,               0.012513,               0.011902,              0.0014208,                0.00292,                0.00292,                0.00292
                    238,               0.019774,               0.015693,               0.027785,              0.0010668,                  0.813,                0.74057,                0.79048,                0.65561,                  0.813,                0.74057,                0.79048,                0.59105,               0.016207,               0.012542,               0.012014,              0.0014135,                0.00289,                0.00289,                0.00289
                    239,               0.020375,                0.01482,               0.027805,              0.0011579,                0.85839,                0.77519,                0.81817,                0.69638,                0.85839,                0.77519,                0.81817,                0.61253,                0.01524,               0.012595,               0.011626,              0.0014024,                0.00286,                0.00286,                0.00286
                    240,               0.019945,               0.014652,               0.026361,              0.0010929,                0.80187,                0.74057,                0.84308,                0.70895,                0.80187,                0.74057,                0.84308,                0.63751,               0.016123,               0.012633,               0.011646,              0.0014145,                0.00283,                0.00283,                0.00283
                    241,               0.020959,                0.01394,               0.026272,             0.00099216,                0.86827,                0.80877,                0.83889,                0.71329,                0.86827,                0.80877,                0.83889,                0.64083,               0.018189,               0.012651,               0.012309,              0.0014211,                 0.0028,                 0.0028,                 0.0028
                    242,               0.022386,               0.015847,               0.029368,              0.0011105,                0.77508,                0.74617,                0.82008,                0.67184,                0.77508,                0.74617,                0.82008,                0.63142,               0.019252,               0.012657,               0.012396,              0.0014165,                0.00277,                0.00277,                0.00277
                    243,               0.023414,               0.013825,               0.029835,              0.0010865,                0.80805,                0.85876,                0.86315,                0.72961,                0.80805,                0.85876,                0.86315,                0.65575,               0.016642,               0.012655,               0.011847,              0.0013721,                0.00274,                0.00274,                0.00274
                    244,               0.020886,               0.012507,               0.024498,             0.00089323,                0.81476,                0.88895,                0.85148,                0.69069,                0.81476,                0.88895,                0.85148,                0.65876,               0.020042,               0.012578,                 0.0126,              0.0013699,                0.00271,                0.00271,                0.00271
                    245,               0.023524,               0.013734,               0.029421,              0.0010824,                0.83034,                0.90723,                0.86203,                0.73478,                0.83034,                0.90723,                0.86203,                0.65574,                0.01732,               0.012403,               0.012314,               0.001326,                0.00268,                0.00268,                0.00268
                    246,               0.021903,               0.014332,               0.026421,                0.00124,                0.82943,                0.90397,                0.86048,                0.71895,                0.82943,                0.90397,                0.86048,                0.65639,               0.018205,               0.012313,               0.012222,              0.0013717,                0.00265,                0.00265,                0.00265
                    247,               0.021874,               0.012801,               0.026731,              0.0010273,                0.81996,                0.90723,                0.87419,                0.75961,                0.81996,                0.90723,                0.87419,                0.65467,               0.016429,               0.012307,               0.012274,              0.0013823,                0.00262,                0.00262,                0.00262
                    248,               0.020464,               0.014989,               0.027337,              0.0010563,                0.87938,                0.88546,                0.89884,                0.74645,                0.87938,                0.88546,                0.89884,                0.68545,               0.018536,               0.012467,               0.012748,              0.0013735,                0.00259,                0.00259,                0.00259
                    249,               0.022349,               0.014098,               0.026469,              0.0010962,                0.87479,                0.90723,                0.91829,                0.79123,                0.87479,                0.90723,                0.91829,                0.68087,               0.016722,               0.012558,               0.012561,              0.0013705,                0.00256,                0.00256,                0.00256
                    250,               0.019737,               0.012862,               0.025544,             0.00092414,                0.87479,                0.90723,                0.91829,                0.79123,                0.87479,                0.90723,                0.91829,                0.68087,               0.016722,               0.012558,               0.012561,              0.0013705,                0.00253,                0.00253,                0.00253
                    251,               0.021818,                0.01381,               0.024487,              0.0011689,                0.87453,                0.90723,                0.92047,                0.77639,                0.87453,                0.90723,                0.92047,                0.67462,               0.019265,               0.012814,               0.013469,              0.0013653,                 0.0025,                 0.0025,                 0.0025
                    252,               0.020408,               0.012792,               0.028548,              0.0011043,                0.87101,                0.90723,                 0.9359,                0.79766,                0.87101,                0.90723,                 0.9359,                0.70214,               0.017374,               0.013015,               0.013052,              0.0013646,                0.00247,                0.00247,                0.00247
                    253,               0.019504,               0.012847,               0.024682,              0.0010683,                 0.8731,                0.90723,                0.93733,                0.80148,                 0.8731,                0.90723,                0.93733,                 0.7127,               0.015404,               0.013117,               0.011913,              0.0013507,                0.00244,                0.00244,                0.00244
                    254,               0.018033,               0.013736,               0.024748,             0.00093994,                0.90683,                0.90723,                0.93732,                0.80274,                0.90683,                0.90723,                0.93732,                0.72429,               0.015581,               0.013106,               0.011729,              0.0013638,                0.00241,                0.00241,                0.00241
                    255,               0.018648,               0.016053,                0.02937,              0.0011237,                0.97164,                0.90723,                 0.9373,                0.79913,                0.97164,                0.90723,                 0.9373,                0.71063,               0.015397,               0.013087,               0.011695,              0.0013444,                0.00238,                0.00238,                0.00238
                    256,                0.01758,               0.012772,               0.022911,             0.00099132,                0.93071,                0.90723,                0.93591,                 0.8098,                0.93071,                0.90723,                0.93591,                0.73383,               0.015409,               0.013031,               0.011859,              0.0013517,                0.00235,                0.00235,                0.00235
                    257,               0.018102,               0.011811,               0.024367,             0.00087446,                0.94817,                0.90723,                0.93463,                0.82138,                0.94817,                0.90723,                0.93463,                0.71795,               0.015267,               0.012785,               0.011569,              0.0013258,                0.00232,                0.00232,                0.00232
                    258,               0.019092,                0.01281,               0.025127,              0.0008601,                0.93397,                0.90723,                0.93148,                0.80981,                0.93397,                0.90723,                0.93148,                0.73137,                0.01606,               0.012751,               0.012212,              0.0012713,                0.00229,                0.00229,                0.00229
                    259,               0.021098,               0.013695,               0.026463,             0.00098296,                0.95166,                0.90723,                0.93461,                0.82687,                0.95166,                0.90723,                0.93461,                 0.7069,               0.017822,               0.012841,               0.012588,              0.0012263,                0.00226,                0.00226,                0.00226
                    260,               0.021286,                0.01331,               0.026014,              0.0010745,                0.95175,                0.90723,                0.93058,                0.82416,                0.95175,                0.90723,                0.93058,                0.73614,                0.01646,               0.012751,               0.011892,              0.0012014,                0.00223,                0.00223,                0.00223
                    261,               0.019468,               0.013665,               0.031029,             0.00083349,                0.95101,                0.90723,                0.92561,                0.81306,                0.95101,                0.90723,                0.92561,                0.70896,               0.016347,               0.012676,               0.011804,              0.0012341,                 0.0022,                 0.0022,                 0.0022
                    262,               0.022363,               0.014112,               0.024403,              0.0010766,                 0.9438,                0.90723,                0.92716,                0.80007,                 0.9438,                0.90723,                0.92716,                0.74646,               0.017171,               0.012601,               0.012015,              0.0012392,                0.00217,                0.00217,                0.00217
                    263,               0.021123,               0.013659,               0.025541,             0.00088663,                0.94464,                0.90723,                0.92203,                0.80119,                0.94464,                0.90723,                0.92203,                0.70356,               0.016667,               0.012642,               0.011995,               0.001241,                0.00214,                0.00214,                0.00214
                    264,               0.020529,               0.014975,                0.02891,              0.0010459,                0.93588,                0.90723,                0.92062,                0.79304,                0.93588,                0.90723,                0.92062,                0.71327,               0.017058,               0.012597,               0.012168,              0.0012712,                0.00211,                0.00211,                0.00211
                    265,               0.020714,               0.013983,               0.026915,             0.00093904,                0.96131,                0.90723,                0.91937,                 0.7995,                0.96131,                0.90723,                0.91937,                0.70075,               0.016166,               0.012606,               0.012161,              0.0012813,                0.00208,                0.00208,                0.00208
                    266,               0.019494,               0.012331,               0.021722,              0.0010633,                0.96131,                0.90723,                0.91937,                 0.7995,                0.96131,                0.90723,                0.91937,                0.70075,               0.016166,               0.012606,               0.012161,              0.0012813,                0.00205,                0.00205,                0.00205
                    267,               0.019459,               0.012417,               0.027021,             0.00085361,                 0.9725,                0.90723,                0.92063,                0.79468,                 0.9725,                0.90723,                0.92063,                0.69812,               0.018113,               0.012597,                0.01273,              0.0012721,                0.00202,                0.00202,                0.00202
                    268,               0.019762,               0.012915,               0.023078,              0.0010314,                0.97317,                0.90723,                0.92206,                0.80391,                0.97317,                0.90723,                0.92206,                0.69916,                 0.0172,               0.012654,               0.012437,              0.0012924,                0.00199,                0.00199,                0.00199
                    269,               0.018807,               0.012249,               0.024449,             0.00098409,                0.97404,                0.90723,                0.92476,                0.80622,                0.97404,                0.90723,                0.92476,                0.70406,               0.015504,               0.012684,               0.011922,              0.0012908,                0.00196,                0.00196,                0.00196
                    270,                 0.0179,               0.012178,               0.021261,             0.00089119,                0.98176,                0.89328,                0.92432,                 0.8051,                0.98176,                0.89328,                0.92432,                0.72847,               0.015108,               0.012619,               0.011932,              0.0012805,                0.00193,                0.00193,                0.00193
                    271,               0.018072,               0.014045,               0.024102,             0.00096633,                0.98193,                0.89398,                0.92431,                0.81931,                0.98193,                0.89398,                0.92431,                0.72963,               0.014907,               0.012584,               0.011871,               0.001282,                 0.0019,                 0.0019,                 0.0019
                    272,               0.018013,               0.013028,               0.021682,             0.00098873,                0.98453,                0.88731,                0.92517,                0.82466,                0.98453,                0.88731,                0.92517,                0.73983,               0.014549,               0.012386,               0.011936,              0.0012422,                0.00187,                0.00187,                0.00187
                    273,               0.017388,               0.013643,               0.022424,             0.00087379,                0.98202,                0.88425,                0.93146,                0.80056,                0.98202,                0.88425,                0.93146,                0.73618,               0.014852,               0.012387,               0.012044,               0.001188,                0.00184,                0.00184,                0.00184
                    274,               0.019264,               0.014947,               0.024429,             0.00094549,                0.98211,                0.88661,                0.92839,                0.81963,                0.98211,                0.88661,                0.92839,                0.73474,               0.014821,               0.012226,               0.011854,              0.0011679,                0.00181,                0.00181,                0.00181
                    275,               0.019301,               0.014095,               0.025755,             0.00095347,                0.98414,                0.90046,                0.93244,                0.80505,                0.98414,                0.90046,                0.93244,                0.72248,               0.015051,               0.012186,               0.011727,              0.0011246,                0.00178,                0.00178,                0.00178
                    301,                0.97979,                0.90723,                0.97908,                0.86732,                0.97979,                0.90723,                0.97908,                0.77517,               0.018639,               0.012622,               0.013283,              0.0016089
